Easting,Northing,Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Elevation_shifted,Elevation_log,Annual_Rainfall_log,Elevation_log_scaled,Annual_Rainfall_log_scaled,Hydrology_Category_encoded,Hydrology_scaled,Runoff_Index,Cluster
137349,234320,Fine loamy,Brown Earth: Well drained mineral soils,7.8,1147,Well Drained,14.3,2.6602595372658615,7.045776576879511,-2.407988737145747,-0.15282052384505232,3,1.0,-0.15282052384505232,3
176972,182790,Fine loamy,Brown Earth: Well drained mineral soils,95.4,1063,Well Drained,101.9,4.623991940228679,6.96979066990159,0.19442619714428036,-0.4572727933330933,3,1.0,-0.4572727933330933,3
185692,126167,Loamy,Podzols: Well drained acid mineral soil,301.7,1645,Well Drained,308.2,5.730748922886015,7.406103381237015,1.6611438089490267,1.2908986828743028,3,1.0,1.2908986828743028,3
123103,248806,Fine loamy,Brown Earth: Well drained mineral soils,11.5,1231,Well Drained,18.0,2.8903717578961645,7.116394144093465,-2.103035028265953,0.13012245149193233,3,1.0,0.13012245149193233,3
160989,288136,Fine loamy,Luvisol: Well drained mineral soils,82.5,1255,Poorly Drained,89.0,4.48863636973214,7.135687347028144,0.015047704653106333,0.20742440987828276,0,0.0,1.2074244098782827,2
181359,431845,Peat,Peat soils,15.0,1316,Poorly Drained,21.5,3.068052935133617,7.183111701743281,-1.8675649873951474,0.39743928232330755,0,0.0,1.3974392823233075,1
235385,310792,Coarse loamy,Brown Earth: Well drained mineral soils,54.5,1031,Poorly Drained,61.0,4.110873864173311,6.939253946041508,-0.48557793283082573,-0.5796240983538106,0,0.0,0.42037590164618943,2
182251,164252,Peat,Peat soils,262.8,1410,Peat,269.3,5.595825999817554,7.252053951852814,1.482338677739876,0.6736697748481713,1,0.3333333333333333,1.340336441514838,2
293767,185621,Coarse loamy,Brown Earth: Well drained mineral soils,163.8,1099,Well Drained,170.3,5.1375615876686425,7.003065458786462,0.8750287671682427,-0.3239508998972726,3,1.0,-0.3239508998972726,3
115802,157779,Fine loamy,Surface-water Gley: Poorly drained mineral soil,47.5,1209,Poorly Drained,54.0,3.9889840465642745,7.098375638590786,-0.6471110832769108,0.05792781552256537,0,0.0,1.0579278155225653,2
272662,228550,Fine loamy,Groundwater Gley: Poorly drained mineral soil,86.5,849,Poorly Drained,93.0,4.532599493153256,6.745236349484363,0.07330935414085271,-1.3569932177301354,0,0.0,-0.35699321773013537,0
64417,110170,All,River alluvium,50.0,1649,AlluvMIN,56.5,4.034240638152395,7.408530566894626,-0.5871352792181231,1.3006236728272846,2,0.6666666666666666,1.633957006160618,1
98100,39090,Peat,Lithosols: Stony mineral soils often overlying bedrock,87.0,1586,Well Drained,93.5,4.537961436294641,7.369600720526409,0.08041521076719416,1.1446436951049919,3,1.0,1.1446436951049919,3
223046,423491,Loamy,Brown Podzolic: Well drained acid mineral soil,50.0,1119,Poorly Drained,56.5,4.034240638152395,7.02108396428914,-0.5871352792181231,-0.2517562639279056,0,0.0,0.7482437360720944,2
116457,59872,Peat,Peat soils,322.0,2161,Peat,328.5,5.794536837924666,7.6787889981991535,1.7456780471544708,2.383466479228856,1,0.3333333333333333,3.050133145895523,2
266925,141214,Fine loamy,Brown Earth: Well drained mineral soils,149.9,1085,Well Drained,156.4,5.052416828111211,6.990256500493881,0.7621916038589863,-0.3752724748715248,3,1.0,-0.3752724748715248,3
229403,185026,Fine loamy,Luvisol: Well drained mineral soils,133.9,972,Poorly Drained,140.4,4.944495491591711,6.880384082186005,0.6191700305208174,-0.8154976223806765,0,0.0,0.18450237761932353,2
171298,204600,Fine loamy,Brown Earth: Well drained mineral soils,96.5,1224,Poorly Drained,103.0,4.634728988229636,7.110696122978827,0.20865535282033906,0.10729222508631327,0,0.0,1.1072922250863133,2
229790,257971,Clayey,Surface-water Gley: Poorly drained mineral soil,69.3,955,Well Drained,75.8,4.328098292648326,6.862757913051401,-0.19770362984378204,-0.8861202866198425,3,1.0,-0.8861202866198425,3
156108,184929,Fine loamy,Brown Earth: Well drained mineral soils,58.2,1035,Well Drained,64.7,4.169761201506855,6.943122422819428,-0.4075381317427696,-0.5641242960701878,3,1.0,-0.5641242960701878,3
200797,439773,Peat,Lithosols: Stony mineral soils often overlying bedrock,87.0,1228,Peat,93.5,4.537961436294641,7.113956109566034,0.08041521076719416,0.12035399343849268,1,0.3333333333333333,0.7870206601051595,0
200147,215087,All,Lake alluvium,33.1,851,Poorly Drained,39.6,3.6788291182604347,6.747586526829315,-1.0581405168920819,-1.3475767765132376,0,0.0,-0.3475767765132376,2
249629,453179,Peat,Lithosols: Stony mineral soils often overlying bedrock,153.5,1280,Poorly Drained,160.0,5.075173815233827,7.155396301896734,0.7923500526669743,0.28639215899948633,0,0.0,1.2863921589994862,2
177737,275045,Fine loamy,Luvisol: Well drained mineral soils,89.8,1109,Well Drained,96.3,4.56746831880408,7.01211529430638,0.1195188847662822,-0.28769097918153835,3,1.0,-0.28769097918153835,3
225794,300660,Fine loamy,Surface-water Gley: Poorly drained mineral soil,80.3,1113,Poorly Drained,86.8,4.463606621666305,7.01571242048723,-0.018122695789320624,-0.27327839567822115,0,0.0,0.7267216043217788,2
114147,81044,Peat,Peat soils,297.0,1989,Peat,303.5,5.715381610499553,7.595889917718538,1.6407784459321058,2.0513152396821788,1,0.3333333333333333,2.7179819063488457,2
205733,124387,Fine loamy,Luvisol: Well drained mineral soils,55.6,993,Well Drained,62.1,4.128745988939433,6.901737206656574,-0.4618930945459986,-0.7299421889551807,3,1.0,-0.7299421889551807,3
127928,171782,Fine loamy,Brown Podzolic: Well drained acid mineral soil,67.9,1344,Poorly Drained,74.4,4.309455941839047,7.20414929203594,-0.22240920178583684,0.48173046688494775,0,0.0,1.4817304668849478,2
214427,215261,Fine loamy,Luvisol: Well drained mineral soils,59.8,913,Well Drained,66.3,4.194189897191817,6.81783057145415,-0.3751642694080378,-1.0661303918531986,3,1.0,-1.0661303918531986,3
109385,222387,Peat,Peat soils,29.9,1390,Well Drained,36.4,3.594568774642695,7.237778191923443,-1.1698056176300293,0.6164711747126693,3,1.0,0.6164711747126693,3
255850,447028,Peat,Peat soils,76.8,1172,Peat,83.3,4.422448549172797,7.067319848653476,-0.0726669821503801,-0.06650322838015876,1,0.3333333333333333,0.600163438286508,0
218065,114684,Coarse loamy,Surface-water Gley: Poorly drained mineral soil,72.1,1135,Poorly Drained,78.6,4.364371699435161,7.035268599281097,-0.1496326933978534,-0.19492277352269682,0,0.0,0.8050772264773032,2
272737,207476,Peat,Peat soils,74.1,832,Peat,80.6,4.389498649512583,6.725033642166843,-0.11633347705046096,-1.4379392817734142,1,0.3333333333333333,-0.7712726151067475,0
199411,307080,Peat,Peat soils,54.8,1111,Peat,61.3,4.115779842942166,7.013915474810528,-0.4790763380126553,-0.28047820694819253,1,0.3333333333333333,0.3861884597184742,0
188997,262611,Peat,Peat soils,42.1,1046,Peat,48.6,3.883623530906448,6.953684210870537,-0.7867389567176778,-0.52180644438032,1,0.3333333333333333,0.14486022228634676,0
99704,261440,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,110.7,2387,Poorly Drained,117.2,4.763881877142913,7.778211474512493,0.37981380924113295,2.7818219079600333,0,0.0,3.7818219079600333,1
117491,192773,Fine loamy,Surface-water Gley: Poorly drained mineral soil,104.3,1424,Poorly Drained,110.8,4.707726774313183,7.261927092702751,0.3053948721088691,0.7132284280022589,0,0.0,1.713228428002259,2
171871,263965,Peat,Peat soils,100.4,1106,Poorly Drained,106.9,4.671893818030999,7.009408932708637,0.25790763788702614,-0.2985345416690858,0,0.0,0.7014654583309142,2
202480,427593,Peat,Peat soils,132.0,1617,Peat,138.5,4.930870325627393,7.388946097618437,0.6011134280355587,1.2221546993689931,1,0.3333333333333333,1.8888213660356599,2
303145,217326,Peat,Lithosols: Stony mineral soils often overlying bedrock,195.3,1108,Well Drained,201.8,5.307277107919509,7.011213987350367,1.099942408057031,-0.29130224025845186,3,1.0,-0.29130224025845186,3
122571,36346,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,79.7,1420,Well Drained,86.2,4.456670177669648,7.259116128097101,-0.027315142489558696,0.7019657532816747,3,1.0,0.7019657532816747,3
240815,119338,Fine loamy,Surface-water Gley: Poorly drained mineral soil,108.0,1148,Poorly Drained,114.5,4.740574822994295,7.046647277848756,0.3489263901105243,-0.14933189158842997,0,0.0,0.85066810841157,2
93096,125909,Fine loamy,Surface-water Gley: Poorly drained mineral soil,81.0,1266,Poorly Drained,87.5,4.471638793363569,7.144407180321139,-0.007478147912937458,0.24236211268652855,0,0.0,1.2423621126865285,2
296247,255627,Fine loamy,Luvisol: Well drained mineral soils,120.7,888,Well Drained,127.2,4.845760650906022,6.790097235513905,0.48832276052236545,-1.1772493796141157,3,1.0,-1.1772493796141157,3
306138,223431,Fine loamy,Brown Podzolic: Well drained acid mineral soil,393.4,1196,Well Drained,399.9,5.991214515852772,7.087573705557973,2.0063229932323305,0.01464777640092305,3,1.0,0.01464777640092305,3
182230,195041,Fine loamy,Luvisol: Well drained mineral soils,50.2,943,Well Drained,56.7,4.037774210733707,6.8501261661455,-0.582452450721161,-0.9367318298132058,3,1.0,-0.9367318298132058,3
119161,236691,Fine loamy,Brown Earth: Well drained mineral soils,6.9,1411,Well Drained,13.4,2.5952547069568657,7.252762418053187,-2.4941356790314555,0.6765083820470269,3,1.0,0.6765083820470269,3
248163,283408,Fine loamy,Luvisol: Well drained mineral soils,74.2,957,Well Drained,80.7,4.390738575275903,6.86484777797086,-0.11469027896552485,-0.8777468376085973,3,1.0,-0.8777468376085973,3
109076,117633,Peat,Peat soils,173.9,1570,Peat,180.4,5.1951766076285235,7.359467638255621,0.9513824435432877,1.1040435362472858,1,0.3333333333333333,1.7707102029139525,2
98377,235769,Peat,Peat soils,16.3,1445,Peat,22.8,3.126760535960395,7.27655640271871,-1.7897633801509867,0.7718435951107724,1,0.3333333333333333,1.4385102617774392,1
188848,161841,Fine loamy,Surface-water Gley: Poorly drained mineral soil,264.0,1553,Poorly Drained,270.5,5.600272098286537,7.348587530927593,1.4882308212099067,1.0604502766543693,0,0.0,2.060450276654369,2
293765,165387,Fine loamy,Brown Podzolic: Well drained acid mineral soil,200.4,989,Well Drained,206.9,5.332235584751498,6.897704943128636,1.133018357074678,-0.7460982346099555,3,1.0,-0.7460982346099555,3
117791,120519,Fine loamy,Surface-water Gley: Poorly drained mineral soil,230.0,1446,Poorly Drained,236.5,5.465948207931988,7.277247726631484,1.3102195515668542,0.7746135184105819,0,0.0,1.774613518410582,2
81128,29441,Peat,Lithosols: Stony mineral soils often overlying bedrock,32.7,1347,Well Drained,39.2,3.6686767467964168,7.206377291472252,-1.071594836368889,0.4906573786213649,3,1.0,0.4906573786213649,3
116590,137631,Peat,Peat soils,145.5,1388,Peat,152.0,5.0238805208462765,7.236339342754344,0.724374174109542,0.6107061465330305,1,0.3333333333333333,1.277372813199697,2
82586,126832,Coarse loamy,Brown Earth: Well drained mineral soils,12.2,1084,Poorly Drained,18.7,2.928523523860541,6.98933526597456,-2.052474816820936,-0.37896357959465854,0,0.0,0.6210364204053415,1
316698,307645,Fine loamy,Brown Earth: Well drained mineral soils,47.2,919,Well Drained,53.7,3.983413001514819,6.824373670043086,-0.6544940499247245,-1.0399141986916876,3,1.0,-1.0399141986916876,3
283353,296618,Peat,Peat soils,24.1,889,Peat,30.6,3.4210000089583352,6.7912214627261855,-1.3998257299741335,-1.1727449453076517,1,0.3333333333333333,-0.506078278640985,1
281992,246416,Fine loamy,Luvisol: Well drained mineral soils,89.4,880,Well Drained,95.9,4.563305981889393,6.78105762593618,0.1140027931990271,-1.213468328109707,3,1.0,-1.213468328109707,3
220174,182435,Fine loamy,Luvisol: Well drained mineral soils,136.4,999,Well Drained,142.9,4.9621450849358215,6.907755278982137,0.6425599614673957,-0.7058296153171105,3,1.0,-0.7058296153171105,3
204684,302356,Fine loamy,Surface-water Gley: Poorly drained mineral soil,78.8,1133,Poorly Drained,85.3,4.446174454497633,7.033506484287697,-0.041224485069949676,-0.20198302890657216,0,0.0,0.7980169710934278,2
271618,324878,Fine loamy,Surface-water Gley: Poorly drained mineral soil,150.2,1070,Poorly Drained,156.7,5.054333149361975,6.976348070447749,0.7647311876812841,-0.4309992966069141,0,0.0,0.569000703393086,2
278557,329565,Fine loamy,Brown Earth: Well drained mineral soils,130.0,1024,Well Drained,136.5,4.916324614625014,6.932447891572509,0.5818368832857015,-0.6068938752342536,3,1.0,-0.6068938752342536,3
95014,43281,Coarse loamy,Brown Earth: Well drained mineral soils,36.0,1563,Well Drained,42.5,3.7495040759303713,7.355001921105257,-0.9644793006066769,1.0861507746103785,3,1.0,1.0861507746103785,3
93983,143832,Peat,Peat soils,93.0,1210,Peat,99.5,4.600157644164547,7.099201743553092,0.1628400564196054,0.06123776523050691,1,0.3333333333333333,0.7279044318971737,0
286722,140417,Fine loamy,Brown Earth: Well drained mineral soils,153.1,1221,Well Drained,159.6,5.072670685015709,7.108244139731541,0.7890328066652917,0.09746787878220464,3,1.0,0.09746787878220464,3
207203,397834,Peat,Peat soils,85.0,1603,Poorly Drained,91.5,4.516338972281476,7.38025578842646,0.05176027632749597,1.187335290596011,0,0.0,2.1873352905960113,2
80495,318994,Peat,Peat soils,10.2,1428,Peat,16.7,2.8154087194227095,7.264730177929867,-2.2023789768348814,0.7244595324649835,1,0.3333333333333333,1.3911261991316501,1
202639,403389,Peat,Peat soils,188.0,1860,Peat,194.5,5.270432163058501,7.528869256642251,1.0511140470162348,1.782783966202831,1,0.3333333333333333,2.449450632869498,2
71562,70387,Peat,Peat soils,47.0,2300,Peat,53.5,3.979681653901961,7.741099090035366,-0.659438977623671,2.633123943698619,1,0.3333333333333333,3.299790610365286,1
123111,63572,Peat,Peat soils,145.8,1721,Peat,152.3,5.025852259901116,7.451241684987676,0.726987199771845,1.471754048879505,1,0.3333333333333333,2.1384207155461716,2
280537,252109,Fine loamy,Luvisol: Well drained mineral soils,62.8,838,Well Drained,69.3,4.238444906195857,6.732210706467206,-0.31651580173724386,-1.4091829820671813,3,1.0,-1.4091829820671813,3
259444,181444,Fine loamy,Luvisol: Well drained mineral soils,230.5,1065,Poorly Drained,237.0,5.4680601411351315,6.97166860472579,1.3130183679940777,-0.4497484833403948,0,0.0,0.5502515166596051,2
206120,185890,Fine loamy,Luvisol: Well drained mineral soils,114.2,1002,Well Drained,120.7,4.793308128103486,6.910750787961936,0.418810627160123,-0.6938275277795278,3,1.0,-0.6938275277795278,3
92662,31966,Coarse loamy,Brown Earth: Well drained mineral soils,38.0,1350,Well Drained,44.5,3.7954891891721947,7.208600337960199,-0.9035380311776133,0.4995644454098082,3,1.0,0.4995644454098082,3
274827,238534,Fine loamy,Luvisol: Well drained mineral soils,77.2,866,Well Drained,83.7,4.4272389774954295,6.7650389767805414,-0.06631851929991486,-1.277650151865313,3,1.0,-1.277650151865313,3
244709,147580,Fine loamy,Luvisol: Well drained mineral soils,92.6,926,Well Drained,99.1,4.596129441335942,6.831953565565855,0.1575017245859537,-1.00954387758649,3,1.0,-1.00954387758649,3
184217,123830,Loamy,Podzols: Well drained acid mineral soil,425.4,1714,Poorly Drained,431.9,6.068194079966656,7.44716835960004,2.1083393203972998,1.455433480922221,0,0.0,2.455433480922221,2
282457,283515,Fine loamy,Luvisol: Well drained mineral soils,79.6,883,Well Drained,86.1,4.455509411433685,6.784457062637643,-0.028853435274834582,-1.1998478258362766,3,1.0,-1.1998478258362766,3
111525,119057,Fine loamy,Luvisol: Well drained mineral soils,169.0,1564,Poorly Drained,175.5,5.167639042905921,7.355641102974253,0.9148885864475069,1.0887117807017874,0,0.0,2.0887117807017876,2
253570,204130,Fine loamy,Luvisol: Well drained mineral soils,91.4,837,Well Drained,97.9,4.583946549536464,6.731018100482083,0.14135648019625707,-1.4139613891852438,3,1.0,-1.4139613891852438,3
248349,103566,Fine loamy,Brown Earth: Well drained mineral soils,89.7,1150,Well Drained,96.2,4.566429357671661,7.048386408721883,0.11814201286506214,-0.1423637265389014,3,1.0,-0.1423637265389014,3
162919,348938,Fine loamy,Luvisol: Well drained mineral soils,8.5,1134,Poorly Drained,15.0,2.70805020110221,7.034387929915503,-2.3446546814975844,-0.1984513460921007,0,0.0,0.8015486539078993,1
286462,110118,Fine loamy,Surface-water Gley: Poorly drained mineral soil,47.2,920,Poorly Drained,53.7,3.983413001514819,6.825460036255307,-0.6544940499247245,-1.0355614618229712,0,0.0,-0.03556146182297115,2
244480,155900,Fine loamy,Surface-water Gley: Poorly drained mineral soil,135.1,1000,Poorly Drained,141.6,4.953006181259619,6.90875477931522,0.630448729115114,-0.7018249234358941,0,0.0,0.2981750765641059,2
281209,185193,Fine loamy,Luvisol: Well drained mineral soils,135.1,869,Well Drained,141.6,4.953006181259619,6.76849321164863,0.630448729115114,-1.2638100901122864,3,1.0,-1.2638100901122864,3
253033,319087,All,River alluvium,106.4,1021,AlluvMIN,112.9,4.726502471155617,6.92951677076365,0.3302771594259846,-0.6186379790805114,2,0.6666666666666666,-0.28530464574717807,0
174203,145444,Fine loamy,Luvisol: Well drained mineral soils,131.9,1028,Poorly Drained,138.4,4.93014804318357,6.9363427358340495,0.6001562311100784,-0.591288426515019,0,0.0,0.408711573484981,2
252216,320310,Fine loamy,Brown Earth: Well drained mineral soils,143.7,1041,Poorly Drained,150.2,5.011967739330034,6.948897222313312,0.7085868904246423,-0.5409864422012819,0,0.0,0.4590135577987181,2
87391,92531,All,River alluvium,18.9,1473,AlluvMIN,25.4,3.2347491740244907,7.295735072749282,-1.64665261617539,0.8486866552096193,2,0.6666666666666666,1.1820199885429528,1
166741,227083,Coarse loamy,Brown Earth: Well drained mineral soils,82.7,1128,Well Drained,89.2,4.490881039585964,7.029087564149662,0.01802242887791868,-0.21968828923994133,3,1.0,-0.21968828923994133,3
261704,322400,Fine loamy,Brown Earth: Well drained mineral soils,99.9,1037,Poorly Drained,106.4,4.667205576907544,6.945051063725834,0.2516945975069701,-0.5563968223275464,0,0.0,0.4436031776724536,2
104922,77912,Peat,Peat soils,130.0,2118,Poorly Drained,136.5,4.916324614625014,7.6586995582682995,0.5818368832857015,2.302974242932074,0,0.0,3.302974242932074,2
270291,123465,Fine loamy,Brown Earth: Well drained mineral soils,66.9,1103,Well Drained,73.4,4.29592393562047,7.00669522683704,-0.24034234533482354,-0.30940753041383673,3,1.0,-0.30940753041383673,3
152202,164337,Peat,Peat soils,292.2,1293,Peat,298.7,5.699439725222064,7.165493475060845,1.6196516364624032,0.3268484410587465,1,0.3333333333333333,0.9935151077254132,2
298690,210619,Fine loamy,Brown Earth: Well drained mineral soils,197.48361,927,Well Drained,203.98361,5.318039647479279,6.833031732786201,1.1142053461431847,-1.005223991568452,3,1.0,-1.005223991568452,3
208537,430050,Peat,Peat soils,87.0,1429,Peat,93.5,4.537961436294641,7.265429723253953,0.08041521076719416,0.7272623964432926,1,0.3333333333333333,1.3939290631099595,2
144104,173549,Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",26.0,1137,Well Drained,32.5,3.481240089335692,7.037027614686276,-1.3199932209314882,-0.18787493724001825,3,1.0,-0.18787493724001825,3
149587,223230,Fine loamy,Brown Earth: Well drained mineral soils,25.7,1146,Well Drained,32.2,3.4719664525503626,7.044905117129371,-1.3322830068661247,-0.15631219630445678,3,1.0,-0.15631219630445678,3
175263,380461,Peat,Peat soils,55.7,1795,Poorly Drained,62.2,4.130354999745133,7.493317248862145,-0.4597607705369475,1.6403379537250882,0,0.0,2.640337953725088,1
232721,223181,All,River alluvium,66.8,874,AlluvMIN,73.3,4.294560608892605,6.774223886357614,-0.24214907920118894,-1.2408490307495945,2,0.6666666666666666,-0.9075156974162611,0
171282,129965,Fine loamy,Luvisol: Well drained mineral soils,111.9,1020,Well Drained,118.4,4.774068722449905,6.928537818164665,0.39331381480208477,-0.6225603424809858,3,1.0,-0.6225603424809858,3
181743,228950,Coarse loamy,Brown Earth: Well drained mineral soils,78.0,1015,Well Drained,84.5,4.436751534363128,6.923628628138427,-0.053712107133760525,-0.6422299641816318,3,1.0,-0.6422299641816318,3
266043,316717,Fine loamy,Luvisol: Well drained mineral soils,98.2,1015,Poorly Drained,104.7,4.651099117876491,6.923628628138427,0.2303496884665624,-0.6422299641816318,0,0.0,0.3577700358183682,2
232936,189891,Fine loamy,Luvisol: Well drained mineral soils,110.8,961,Well Drained,117.3,4.76473475565943,6.8690144506657065,0.3809440771865878,-0.8610522555655302,3,1.0,-0.8610522555655302,3
101609,97653,Peat,Peat soils,288.0,1648,Peat,294.5,5.685279003091641,7.407924322559599,1.6008852940132274,1.2981946373521018,1,0.3333333333333333,1.9648613040187686,2
163502,75228,Fine loamy,Brown Earth: Well drained mineral soils,42.0,1102,Poorly Drained,48.5,3.8815637979434374,7.005789019253503,-0.7894685953463939,-0.31303842680513,0,0.0,0.68696157319487,2
234732,208825,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,200.6,1260,Well Drained,207.1,5.333201768401539,7.13966033596492,1.1342987814116903,0.22334296039060111,3,1.0,0.22334296039060111,3
208532,114719,Fine loamy,Brown Earth: Well drained mineral soils,41.5,1111,Poorly Drained,48.0,3.871201010907891,7.013915474810528,-0.8032017657628334,-0.28047820694819253,0,0.0,0.7195217930518074,2
85611,150391,Fine loamy,Brown Earth: Well drained mineral soils,25.0,1129,Well Drained,31.5,3.449987545831587,7.029972911706386,-1.3614103131111148,-0.21614097259070186,3,1.0,-0.21614097259070186,3
183704,133867,Fine loamy,Luvisol: Well drained mineral soils,117.1,1102,Well Drained,123.6,4.817050545023591,7.005789019253503,0.4502750060519712,-0.31303842680513,3,1.0,-0.31303842680513,3
